RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
ALGYO.IS;TRAALGYO91Q5;Alarko Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
TURSG.IS;TRAGUSGR91O3;Turkiye Sigorta AS;Financials;Turkey
AGHOL.IS;TRAYAZIC91Q6;AG Anadolu Grubu Holding AS;Consumer Non-Cyclicals;Turkey
ARZUM.IS;TREAZEV00020;Arzum Elektrikli Ev Aletleri Sanayi Ve Ticaret AS;Consumer Cyclicals;Turkey
DEVA.IS;TRADEVAW91E2;Deva Holding AS;Healthcare;Turkey
MAALT.IS;TRAMAALT91K5;Marmaris Altinyunus Turistik Tesisleri AS;Consumer Cyclicals;Turkey
NIBAS.IS;TRENNBS00013;Nigbas Nigde Beton Sanayii ve Ticaret AS;Basic Materials;Turkey
AEFES.IS;TRAAEFES91A9;Anadolu Efes Biracilik ve Malt Sanayii AS;Consumer Non-Cyclicals;Turkey
CEMTS.IS;TRACEMTS91G6;Cemtas Celik Makina Sanayi ve Ticaret AS;Basic Materials;Turkey
ISMEN.IS;TREISMD00011;Is Yatirim Menkul Degerler AS;Financials;Turkey
BRISA.IS;TRABRISA91E3;Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
BEYAZ.IS;TREBFOK00014;Beyaz Filo Oto Kiralama AS;Financials;Turkey
ASUZU.IS;TRAASUZU91H4;Anadolu Isuzu Otomotiv Sanayii ve Ticaret AS;Industrials;Turkey
METUR.IS;TREMETU00012;Metemtur Otelcilik ve Turizm Isletmeleri AS;Consumer Cyclicals;Turkey
KGYO.IS;TRAYKGYO91Q7;Koray Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
CEMAS.IS;TRECMAS00010;Cemas Dokum Sanayi AS;Basic Materials;Turkey
LOGO.IS;TRALOGOW91U2;Logo Yazilim Sanayi ve Ticaret AS;Technology;Turkey
YESIL.IS;TREINFO00013;Yesil Yatirim Holding AS;Financials;Turkey
VERTU.IS;TREVRSA00019;Verusaturk Girisim Sermayesi Yatirim Ortakligi AS;Financials;Turkey
DARDL.IS;TRADARDL91A3;Dardanel Onentas Gida Sanayi AS;Consumer Non-Cyclicals;Turkey
PKENT.IS;TRAPKENT91K5;Petrokent Turizm AS;Consumer Cyclicals;Turkey
DGKLB.IS;TRAKLBMO91C0;Dogtas Kelebek Mobilya Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
LIDFA.IS;TRELDFK00016;Lider Faktoring AS;Financials;Turkey
HLGYO.IS;TREHLGY00016;Halk Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
EMKEL.IS;TRAEMKEL91L6;EMEK Elektrik Endustrisi AS;Industrials;Turkey
CLEBI.IS;TRACLEBI91M5;Celebi Hava Servisi AS;Industrials;Turkey
SNGYO.IS;TRESNGY00019;Sinpas Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
HURGZ.IS;TRAHURGZ91D9;Hurriyet Gazetecilik ve Matbaacilik AS;Consumer Cyclicals;Turkey
SAYAS.IS;TRESAYR00013;Say Yenilenebilir Enerji Ekipmanlari Sanayi ve Ticaret AS;Energy;Turkey
INVEO.IS;TRAGDKYO91Q1;Inveo Yatirim Holding AS;Financials;Turkey
MTRKS.IS;TREMTRK00015;Matriks Bilgi Dagitim Hizmetleri AS;Technology;Turkey
KERVT.IS;TRAKERVT91A5;Kerevitas Gida Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
SELEC.IS;TRESLEC00014;Selcuk Ecza Deposu Ticaret ve Sanayi AS;Consumer Non-Cyclicals;Turkey
EGEEN.IS;TRAEGEEN91H5;Ege Endustri ve Ticaret AS;Consumer Cyclicals;Turkey
TUKAS.IS;TRATUKAS91A3;Tukas Gida Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
ALCTL.IS;TRAALCTL91H9;Alcatel Lucent Teletas Telekomunikasyon AS;Technology;Turkey
AKSUE.IS;TRAAKSUE91L2;Aksu Enerji ve Ticaret AS;Utilities;Turkey
ULUUN.IS;TREULSY00014;Ulusoy Un Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
YAYLA.IS;TREYAYL00014;Yayla Enerji Uretim Turizm ve Insaat Ticaret AS;Utilities;Turkey
VKGYO.IS;TRAVKGYO91Q3;Vakif Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
AYEN.IS;TRAAYENW91L0;Ayen Enerji AS;Utilities;Turkey
BSOKE.IS;TRABSOKE91F5;Batisoke Soke Cimento Sanayii TAS;Basic Materials;Turkey
ECZYT.IS;TRAECZYT91Q5;Eczacibasi Yatirim Holding Ortakligi AS;Consumer Non-Cyclicals;Turkey
CUSAN.IS;TRECUHA00016;Cuhadaroglu Metal Sanayi ve Pazarlama AS;Industrials;Turkey
SILVR.IS;TRESLVR00016;Silverline Endustri ve Ticaret AS;Consumer Cyclicals;Turkey
DZGYO.IS;TRADMRYO91Q4;Deniz Gayrimenkul Yatirim Ortakligi AS;Financials;Turkey
DERHL.IS;TREDDST00017;Derluks Yatirim Holding AS;Consumer Cyclicals;Turkey
PEKGY.IS;TREPEGY00022;Peker Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
CRDFA.IS;TRATPFAC91P5;Creditwest Faktoring AS;Financials;Turkey
OZKGY.IS;TREOZAK00014;Ozak Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
INDES.IS;TREINDX00019;Indeks Bilgisayar Sistemleri Muhendislik Sanayi ve Ticaret AS;Technology;Turkey
KUYAS.IS;TREKYAS00018;Kuyumcukent Gayrimenkul Yatirimlari AS;Real Estate;Turkey
NATEN.IS;TRENATU00026;Naturel Yenilenebilir Enerji Ticaret AS;Energy;Turkey
ICBCT.IS;TRATEKST91N0;ICBC Turkey Bank AS;Financials;Turkey
GOODY.IS;TRAGOODY91E9;Goodyear Lastikleri TAS;Consumer Cyclicals;Turkey
AYDEM.IS;TREAYDM00024;Aydem Yenilenebilir Enerji AS;Utilities;Turkey
TATGD.IS;TRATATKS91A5;Tat Gida Sanayi AS;Consumer Non-Cyclicals;Turkey
ISGSY.IS;TREIGSY00019;Is Girisim Sermayesi Yatirim Ortakligi AS;Financials;Turkey
YKSLN.IS;TREYUKC00028;Yukselen Celik AS;Basic Materials;Turkey
AKYHO.IS;TREAKGH00018;Akdeniz Yatirim Holding AS;Industrials;Turkey
BIZIM.IS;TREBZMT00017;Bizim Toptan Satis Magazalari AS;Consumer Non-Cyclicals;Turkey
MERCN.IS;TREMRCN00023;Mercan Kimya Sanayi ve Ticaret AS;Basic Materials;Turkey
TMSN.IS;TRETUMO00011;Tumosan Motor ve Traktor Sanayi AS;Industrials;Turkey
USAK.IS;TRAUSAKW91F6;Usak Seramik Sanayi AS;Consumer Cyclicals;Turkey
EGGUB.IS;TRAEGGUB91E8;Ege Gubre Sanayii AS;Basic Materials;Turkey
POLHO.IS;TREPOHO00012;Polisan Holding AS;Basic Materials;Turkey
OYAYO.IS;TREOYAY00018;OYAK Yatirim Ortakligi AS;Financials;Turkey
TIRE.IS;TRATIREW91D1;Mondi Tire Kutsan Kagit ve Ambalaj Sanayi AS;Basic Materials;Turkey
SAFKR.IS;TRESFEK00027;Safkar Ege Sogutmacilik Klima Soguk Hava Tesisleri Ihracat Ithalat Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
TRCAS.IS;TRATRCAS92E6;Turcas Petrol AS;Utilities;Turkey
FORMT.IS;TREFRMT00015;Formet Celik Kapi Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
KONYA.IS;TRAKONYA91F6;Konya Cimento Sanayii AS;Basic Materials;Turkey
ALCAR.IS;TRAALRSA91H2;Alarko Carrier Sanayi ve Ticaret AS;Industrials;Turkey
KAREL.IS;TREKREL00019;Karel Elektronik Sanayi ve Ticaret AS;Technology;Turkey
ARSAN.IS;TRAARSAN91B1;Arsan Tekstil Ticaret ve Sanayi AS;Consumer Cyclicals;Turkey
PKART.IS;TREPKRT00018;Plastikkart Akilli Kart Iletisim Sistemleri Sanayi ve Ticaret AS;Industrials;Turkey
NTHOL.IS;TRANTHOL91Q6;Net Holding AS;Consumer Cyclicals;Turkey
GEREL.IS;TREGREL00017;Gersan Elektrik Ticaret ve Sanayi AS;Industrials;Turkey
KARTN.IS;TRAKARTN91D4;Kartonsan Karton Sanayi ve Ticaret AS;Basic Materials;Turkey
OYAKC.IS;TRAMRDIN91F2;Oyak Cimento Fabrikalari AS;Basic Materials;Turkey
TUCLK.IS;TRETUGC00018;Tugcelik Aluminyum ve Metal Mamulleri Sanayi ve Ticaret AS;Basic Materials;Turkey
CEOEM.IS;TRECEOM00011;CEO Event Medya AS;Industrials;Turkey
VERUS.IS;TREVERS00011;Verusa Holding AS;Financials;Turkey
NETAS.IS;TRANETAS91H6;Netas Telekomunikasyon AS;Technology;Turkey
CRFSA.IS;TRECARF00032;CarrefourSA Carrefour Sabanci Ticaret Merkezi AS;Consumer Non-Cyclicals;Turkey
ESCAR.IS;TREESCR00029;Escar Turizm Tasimacilik Ticaret AS;Financials;Turkey
AKCNS.IS;TRAAKCNS91F3;Akcansa Cimento Sanayi ve Ticaret AS;Basic Materials;Turkey
KRVGD.IS;TREKRVG00013;Kervan Gida Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
KLGYO.IS;TREKGYO00014;Kiler Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
FADE.IS;TREFADE00012;Fade Gida Yatirim Sanayi Ticaret AS;Consumer Non-Cyclicals;Turkey
SRVGY.IS;TRESRGY00010;Servet Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
VKFYO.IS;TRAVKFYT91Q4;Vakif Menkul Kiymet Yatirim Ortakligi AS;Financials;Turkey
ISKPL.IS;TREISKP00027;Isik Plastik Sanayi ve Dis Ticaret Pazarlama AS;Basic Materials;Turkey
OYLUM.IS;TREOYLS00017;Oylum Sinai Yatirimlar AS;Consumer Non-Cyclicals;Turkey
MEDTR.IS;TREMDTR00028;Meditera Tibbi Malzeme Sanayi ve Ticaret AS;Healthcare;Turkey
KRSTL.IS;TRAKRSTL91A6;Kristal Kola ve Mesrubat Sanayi Ticaret AS;Consumer Non-Cyclicals;Turkey
BRSAN.IS;TRABRSAN91G8;Borusan Mannesmann Boru Sanayi ve Ticaret AS;Basic Materials;Turkey
IHLAS.IS;TRAIHLAS91D5;Ihlas Holding AS;Consumer Cyclicals;Turkey
BNTAS.IS;TREBANT00026;Bantas Bandirma Ambalaj Sanayi ve Ticaret AS;Basic Materials;Turkey
ITTFH.IS;TREITFK00018;Ittifak Holding AS;Consumer Non-Cyclicals;Turkey
YATAS.IS;TRAYATAS91B4;Yatas Yatak ve Yorgan Sanayi Ticaret AS;Consumer Cyclicals;Turkey
ACSEL.IS;TREACSS00017;Aciselsan Acipayam Seluloz Sanayi Ve Ticaret AS;Basic Materials;Turkey
CELHA.IS;TRACELHA91G1;Celik Halat ve Tel Sanayii AS;Basic Materials;Turkey
NTGAZ.IS;TRENTGZ00014;Naturelgaz Sanayi ve Ticaret AS;Energy;Turkey
FRIGO.IS;TRAFRIGO91A8;Frigo-Pak Gida Maddeleri Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
IHGZT.IS;TREIHGZ00019;Ihlas Gazetecilik AS;Consumer Cyclicals;Turkey
ANELE.IS;TREAEPT00017;Anel Elektrik Proje Taahhut ve Ticaret AS;Industrials;Turkey
AVHOL.IS;TREBYTS00017;Avrupa Yatirim Holding AS;Industrials;Turkey
BLCYT.IS;TREBLCY00018;Bilici Yatirim Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
BTCIM.IS;TRABTCIM91F5;Baticim Bati Anadolu Cimento Sanayii AS;Basic Materials;Turkey
DYOBY.IS;TRAYASAS91E0;DYO Boya Fabrikalari Sanayi ve Ticaret AS;Basic Materials;Turkey
BUCIM.IS;TRABUCIM91F3;Bursa Cimento Fabrikasi AS;Basic Materials;Turkey
YAPRK.IS;TREYSBS00019;Yaprak Sut ve Besi Ciftlikleri Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
MIPAZ.IS;TRAMIPAZ91J8;Milpa Ticari ve Sinai Urunler Pazarlama Sanayi ve Ticaret AS;Industrials;Turkey
SANFM.IS;TRESNFM00016;Sanifoam Sunger Sanayi ve Ticaret AS;Basic Materials;Turkey
ATATP.IS;TREATTP00023;Atp Ticari Bilgisayar Agi ve Elektrik Guc Kaynaklari Uretim Pazarlama ve Ticaret AS;Technology;Turkey
SARKY.IS;TRASARKY91G6;Sarkuysan Elektrolitik Bakir Sanayi ve Ticaret AS;Industrials;Turkey
EGPRO.IS;TRAEGPRO91E8;Ege Profil Ticaret ve Sanayi AS;Consumer Cyclicals;Turkey
PENTA.IS;TREPNTA00042;Penta Teknoloji Urunleri Dagitim Ticaret AS;Technology;Turkey
KRTEK.IS;TRAKRTEK91B6;Karsu Tekstil Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
MPARK.IS;TREMLPC00021;MLP Saglik Hizmetleri AS;Healthcare;Turkey
DGATE.IS;TREDGTE00010;Datagate Bilgisayar Malzemeleri Ticaret AS;Technology;Turkey
MANAS.IS;TREMANS00025;Manas Enerji Yonetimi Sanayi ve Ticaret AS;Industrials;Turkey
AKENR.IS;TRAAKENR91L9;Akenerji Elektrik Uretim AS;Utilities;Turkey
PEGYO.IS;TRAGLOBL91Q0;Pera Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
KFEIN.IS;TREKFIN00037;Kafein Yazilim Hizmetleri Ticaret AS;Technology;Turkey
FMIZP.IS;TRAISTMP91H7;Federal Mogul Izmit Piston ve Pim Uretim Tesisleri AS;Consumer Cyclicals;Turkey
ORGE.IS;TREORGE00011;Orge Enerji Elektrik Taahhut AS;Industrials;Turkey
MERKO.IS;TRAMERKO91A5;Merko Gida Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
IHLGM.IS;TRAOKANT91B5;Ihlas Gayrimenkul Proje Gelistirme ve Ticaret AS;Real Estate;Turkey
EGSER.IS;TRAEGSER91F0;Ege Seramik Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
TEKTU.IS;TRATEKTU91K2;Tek Art Insaat Ticaret Turizm Sanayi Ve Yatirimlar AS;Industrials;Turkey
PRKME.IS;TRAPRKTE91B5;Park Elektrik Uretim Madencilik Sanayi ve Ticaret AS;Basic Materials;Turkey
ADESE.IS;TREADSE00015;Adese Alisveris Merkezleri Ticaret AS;Consumer Non-Cyclicals;Turkey
KAPLM.IS;TRAKAPLM91D7;Kaplamin Ambalaj Sanayi ve Ticaret AS;Basic Materials;Turkey
HUBVC.IS;TREMBYO00011;Hub Girisim Sermayesi Yatirim Ortakligi AS;Financials;Turkey
GOLTS.IS;TRAGOLTS91F0;Goltas Goller Bolgesi Cimento Sanayi ve Ticaret AS;Basic Materials;Turkey
AKSGY.IS;TREAIGY00017;Akis Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
PAPIL.IS;TREPAPL00010;Papilon Savunma-Guvenlik Sistemleri Bilisim Muhendislik Hizmetleri Ithalat Ihracat Sanayi ve Ticaret AS;Technology;Turkey
GLRYH.IS;TREBSKY00016;Guler Yatirim Holding AS;Financials;Turkey
BFREN.IS;TRABFREN91H5;Bosch Fren Sistemleri Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
MSGYO.IS;TREMIST00017;Mistral Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
TURGG.IS;TREMYPG00017;Turker Proje Gayrimenkul Ve Yatirim Gelistirme AS;Real Estate;Turkey
TGSAS.IS;TRETGSD00010;TGS Dis Ticaret AS;Industrials;Turkey
OSTIM.IS;TREOSTM00015;Ostim Endustriyel Yatirimlar ve Isletme AS;Industrials;Turkey
MAKTK.IS;TRAMAKTK91H2;Makina Takim Endustrisi AS;Industrials;Turkey
RYSAS.IS;TREREYS00015;Reysas Tasimacilik ve Lojistik Ticaret AS;Industrials;Turkey
ALMAD.IS;TRAALYAG91A8;Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
YYAPI.IS;TRABROVA91S5;Yesil Yapi Endustrisi AS;Industrials;Turkey
ARENA.IS;TRAARENA91U1;Arena Bilgisayar Sanayi ve Ticaret AS;Technology;Turkey
OZGYO.IS;TRAOZFIN91P5;Ozderici Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
SKTAS.IS;TRASKTAS91B5;Soktas Tekstil Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
DOBUR.IS;TRADOBUR91D3;Dogan Burda Dergi Yayincilik ve Pazarlama AS;Consumer Cyclicals;Turkey
MERIT.IS;TREMRTT00016;Merit Turizm Yatirim ve Isletme AS;Consumer Cyclicals;Turkey
KLMSN.IS;TRAKLMSN91H5;Klimasan Klima Sanayi ve Ticaret AS;Industrials;Turkey
EUHOL.IS;TREEUYM00012;Euro Yatirim Holding AS;Financials;Turkey
INFO.IS;TREINFM00017;Info Yatirim Menkul Degerler AS;Financials;Turkey
HATEK.IS;TREHTKS00013;Hateks Hatay Tekstil Isletmeleri AS;Consumer Cyclicals;Turkey
BURCE.IS;TRABURCE91G9;Burcelik Bursa Celik Dokum Sanayi AS;Industrials;Turkey
SELVA.IS;TRESLVA00020;Selva Gida Sanayi AS;Consumer Non-Cyclicals;Turkey
MNDRS.IS;TRAMNDRS91B0;Menderes Tekstil Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
SEKFK.IS;TRESKFK00016;Seker Finansal Kiralama AS;Financials;Turkey
DURDO.IS;TRADUROF91D4;Duran Dogan Basim Ve Ambalaj Sanayi AS;Basic Materials;Turkey
TMPOL.IS;TRETMPL00017;Temapol Polimer Plastik ve Insaat Sanayi Ticaret AS;Basic Materials;Turkey
NUHCM.IS;TRANUHCM91F0;Nuh Cimento Sanayi AS;Basic Materials;Turkey
PINSU.IS;TRAPINSU91A8;Pinar Su ve Icecek Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
IDGYO.IS;TREIDGY00011;Idealist Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
AGESA.IS;TRECUHE00018;Agesa Hayat ve Emeklilik AS;Financials;Turkey
VKING.IS;TRAVKING91D6;Viking Kagit ve Seluloz AS;Consumer Non-Cyclicals;Turkey
DESA.IS;TREDESA00015;Desa Deri Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
GEDZA.IS;TREGDZA00015;Gediz Ambalaj Sanayi ve Ticaret AS;Basic Materials;Turkey
SEKUR.IS;TRESKPA00016;Sekuro Plastik Ambalaj Sanayi AS;Basic Materials;Turkey
FLAP.IS;TREFLAP00011;Flap Kongre Toplanti Hizmetleri Otomotiv ve Turizm AS;Consumer Cyclicals;Turkey
DMSAS.IS;TRADMSAS91E9;Demisas Dokum Emaye Mamulleri Sanayi AS;Basic Materials;Turkey
OZRDN.IS;TREOZER00029;Ozerden Plastik Sanayi ve Ticaret AS;Basic Materials;Turkey
GEDIK.IS;TREGDKM00012;Gedik Yatirim Menkul Degerler AS;Financials;Turkey
YGYO.IS;TRAIHGYO91Q6;Yesil Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
ANHYT.IS;TRAANHYT91O3;Anadolu Hayat Emeklilik AS;Financials;Turkey
FONET.IS;TREFONT00010;Fonet Bilgi Teknolojileri AS;Healthcare;Turkey
METRO.IS;TRAVANET91A5;Metro Ticari ve Mali Yatirimlar Holding AS;Industrials;Turkey
DITAS.IS;TRADITAS91H8;Ditas Dogan Yedek Parca Imalat ve Teknik AS;Consumer Cyclicals;Turkey
MRSHL.IS;TRAMRSHL91E9;Marshall Boya ve Vernik Sanayi AS;Basic Materials;Turkey
GENTS.IS;TRAGENTS91C4;Gentas Dekoratif Yuzeyler Sanayi ve Ticaret AS;Basic Materials;Turkey
VANGD.IS;TREVNGS00015;Vanet Gida Sanayi Ic ve Dis Ticaret AS;Consumer Non-Cyclicals;Turkey
SANKO.IS;TRASANKO91I2;Sanko Pazarlama Ithalat Ihracat AS;Consumer Cyclicals;Turkey
CMBTN.IS;TRACMBTN91F5;Cimbeton Hazirbeton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret AS;Basic Materials;Turkey
KRGYO.IS;TREKRFZ00016;Korfez Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
ESCOM.IS;TRAESCOM91U8;Escort Teknoloji Yatirim AS;Consumer Cyclicals;Turkey
IHYAY.IS;TREIHYA00015;Ihlas Yayin Holding AS;Consumer Cyclicals;Turkey
RYGYO.IS;TRERGYO00019;Reysas Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
ISYAT.IS;TRAISYAT91Q5;Is Yatirim Ortakligi AS;Financials;Turkey
PNSUT.IS;TRAPNSUT91A5;Pinar Sut Mamulleri Sanayii AS;Consumer Non-Cyclicals;Turkey
AKGRT.IS;TRAAKGRT91O5;AK Sigorta AS;Financials;Turkey
BURVA.IS;TREBRVN00018;Burcelik Vana Sanayi ve Ticaret AS;Industrials;Turkey
TLMAN.IS;TRETLMN00020;Trabzon Liman Isletmeciligi AS;Industrials;Turkey
SAMAT.IS;TRESRAY00013;Saray Matbaacilik Kagitcilik Kirtasiyecilik Ticaret ve Sanayi AS;Industrials;Turkey
PETUN.IS;TRAPETUN91A5;Pinar Entegre Et ve Un Sanayii AS;Consumer Non-Cyclicals;Turkey
DESPC.IS;TREDSPC00017;Despec Bilgisayar Pazarlama ve Ticaret AS;Technology;Turkey
IZTAR.IS;TREIZTA00017;Iz Hayvancilik Tarim ve Gida Sanayi Ticaret AS;Consumer Non-Cyclicals;Turkey
GLBMD.IS;TREGLMK00015;Global Menkul Degerler AS;Financials;Turkey
BAKAB.IS;TRABAKAB91D3;Bak Ambalaj Sanayi ve Ticaret AS;Basic Materials;Turkey
PSDTC.IS;TREPERG00018;Pergamon Status Dis Ticaret AS;Consumer Cyclicals;Turkey
EUYO.IS;TREEURY00011;Euro Menkul Kiymet Yatirim Ortakligi AS;Financials;Turkey
KERVN.IS;TRACEYLN91B0;Kervansaray Yatirim Holding AS;Consumer Cyclicals;Turkey
MEPET.IS;TREMEPT00012;Mepet Metro Petrol ve Tesisleri Sanayi Ticaret AS;Energy;Turkey
DNISI.IS;TREDIMY00027;Dinamik Isi Makina Yalitim Malzemeleri Sanayi ve Ticaret AS;Basic Materials;Turkey
RALYH.IS;TRABISAS91B7;Ral Yatirim Holding AS;Consumer Cyclicals;Turkey
AYCES.IS;TRAAYCES92K1;Altin Yunus Cesme Turistik Tesisler AS;Consumer Cyclicals;Turkey
ZRGYO.IS;TREZRGY00023;Ziraat Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
BAGFS.IS;TRABAGFS91E2;Bagfas Bandirma Gubre Fabrikalari AS;Basic Materials;Turkey
EUKYO.IS;TREEKYO00019;Euro Kapital Yatirim Ortakligi AS;Financials;Turkey
LUKSK.IS;TRALUKSK91B7;Luks Kadife Ticaret ve Sanayi AS;Consumer Cyclicals;Turkey
BOSSA.IS;TRABOSSA91B5;Bossa Ticaret ve Sanayi Isletmeleri TAS;Consumer Cyclicals;Turkey
LINK.IS;TRALINKW91U8;Link Bilgisayar Sistemleri Yazilimi ve Donanimi Sanayi ve Ticaret AS;Technology;Turkey
IHEVA.IS;TRAIHEVA91H5;Ihlas Ev Aletleri Imalat Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
LKMNH.IS;TRELKMH00013;Lokman Hekim Engurusag Saglik Turizm Egitim Hizmetleri ve Insaat Taahhut AS;Healthcare;Turkey
ADEL.IS;TRAADELW91T1;Adel Kalemcilik Ticaret ve Sanayi AS;Industrials;Turkey
ATEKS.IS;TRAATEKS91B5;Akin Tekstil AS;Consumer Cyclicals;Turkey
ALKA.IS;TRAALKAW91D8;Alkim Kagit Sanayi ve Ticaret AS;Basic Materials;Turkey
INTEM.IS;TRAINTEM91I0;Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama AS;Consumer Cyclicals;Turkey
PAGYO.IS;TREPGYO00013;Panora Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
EPLAS.IS;TRAEPLAS91E5;Egeplast Ege Plastik Ticaret ve Sanayi AS;Basic Materials;Turkey
POLTK.IS;TREPOLT00013;Politeknik Metal Sanayi ve Ticaret AS;Basic Materials;Turkey
DERIM.IS;TRADERIM91B0;Derimod Konfeksiyon Ayakkabi Deri Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
DENGE.IS;TREDNGH00016;Denge Yatirim Holding AS;Financials;Turkey
GRNYO.IS;TRAGRNYO91Q5;Garanti Yatirim Ortakligi AS;Financials;Turkey
SELGD.IS;TRASELGD91A6;Selcuk Gida Endustri Ihracat Ithalat AS;Consumer Non-Cyclicals;Turkey
GARFA.IS;TRAAKFIN91P6;Garanti Faktoring AS;Financials;Turkey
ISBIR.IS;TREISBR00014;Isbir Holding AS;Consumer Cyclicals;Turkey
ULAS.IS;TREULAS00014;Ulaslar Turizm Yatirimlari ve Dayanikli Tuketim Mallari Ticaret Pazarlama AS;Consumer Cyclicals;Turkey
TKURU.IS;TRETKGD00017;Taze Kuru Gida Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
ANSGR.IS;TRAANSGR91O1;Anadolu Anonim Turk Sigorta Sti;Financials;Turkey
DGGYO.IS;TRAOSGYO91Q1;Dogus Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
DOGUB.IS;TRADOGUB92F9;Dogusan Boru Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
SANEL.IS;TRESNEL00011;SAN-EL Muhendislik Elektrik Taahhut Sanayi ve Ticaret AS;Industrials;Turkey
MARKA.IS;TREIFTY00019;Marka Yatirim Holding AS;Industrials;Turkey
BRKSN.IS;TREBERK00010;Berkosan Yalitim ve Tecrit Maddeleri Uretim ve Ticaret AS;Basic Materials;Turkey
BANVT.IS;TRABANVT92A9;Banvit Bandirma Vitaminli Yem Sanayi AS;Consumer Non-Cyclicals;Turkey
YGGYO.IS;TREYGMI00012;Yeni Gimat Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
UTPYA.IS;TREUTOP00014;Utopya Turizm Insaat Isletmecilik AS;Consumer Cyclicals;Turkey
SONME.IS;TRASONME91B5;Sonmez Filament Sentetik Iplik ve Elyaf Sanayi AS;Consumer Cyclicals;Turkey
ETYAT.IS;TREEUTY00017;Euro Trend Yatirim Ortakligi AS;Financials;Turkey
CASA.IS;TREKRSS00014;Casa Emtia Petrol Kimyevi ve Turevleri Sanayi ve Ticaret AS;Consumer Non-Cyclicals;Turkey
TDGYO.IS;TRETGYO00023;Trend Gayrimenkul Yatirim Ortakligi AS;Real Estate;Turkey
DAGHL.IS;TRATACYO91Q7;Dagi Yatirim Holding AS;Financials;Turkey
KENT.IS;TRAKENTW91A2;Kent Gida Maddeleri Sanayii ve Ticaret AS;Consumer Non-Cyclicals;Turkey
AVTUR.IS;TREMRYO00017;Avrasya Petrol ve Turistik Tesisler Yatirimlar AS;Financials;Turkey
SNKRN.IS;TRESNKR00023;Senkron Guvenlik ve Iletisim Sistemleri AS;Technology;Turkey
DOKTA.IS;TRADOKTS91G7;Doktas Dokumculuk Ticaret ve Sanayi AS;Basic Materials;Turkey
BALAT.IS;TREBLTA00012;Balatacilar Balatacilik Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
ETILR.IS;TREEIBG00017;Etiler Gida ve Ticari Yatirimlar Sanayi ve Ticaret AS;Consumer Cyclicals;Turkey
OSMEN.IS;TREOSMK00022;Osmanli Yatirim Menkul Degerler AS;Financials;Turkey
