RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
CBDG.PK;US87243T1007;THC Farmaceuticals Inc;Industrials;USA
ELST.PK;US2858481078;Electronic Systems Technology Inc;Technology;USA
PURY.PK;US74624F1075;PureRay Corp;Industrials;USA
LSKA.PK;US53654P1021;Liska Biometry Inc;Technology;USA
FLSS.PK;US3451432005;Forbes Energy Services Ltd;Energy;USA
IZNN.PK;US45074N1054;Izon Network Inc;Technology;USA
HWKE.PK;US4201981036;Hawkeye Systems Inc;Technology;USA
NYXO.PK;US67086D3052;Nyxio Technologies Corp;Technology;USA
ALPE.PK;US02072E1082;Alpha-En Corp;Industrials;USA
QTCI.PK;US74767R1086;Quantum Capital Inc;Technology;USA
VCTL.PK;US7508753040;Rainmaker Systems Inc;Technology;USA
BEEN.PK;US08771W1099;Better Environment Concepts Inc;Industrials;USA
NIHL.PK;US6456701001;New Infinity Holdings Ltd;Technology;USA
CRLI.PK;US1727432056;Circuit Research Labs Inc;Technology;USA
PSWR.PK;US7426461023;Prism Software Corp;Technology;USA
YPPN.PK;US98484T2042;Yappn Corp;Technology;USA
TLDN.PK;US87961E1038;Telidyne Inc;Industrials;USA
SYPT.PK;US81111J1043;Scrypt Inc;Technology;USA
BRMT.PK;US06751P1021;Bare Metal Standard Inc;Industrials;USA
CHHCF.PK;US12550E3062;CHC Group LLC;Industrials;USA
MDGC.PK;US58448D1090;Mediag3 Inc;Technology;USA
SRSG.PK;US84861Y1073;Spirits Time International Inc;Energy;USA
ETKR.PK;US30050T1025;Evolution Technology Resources Inc;Technology;USA
POPM.PK;US7331674074;PopMail.com Inc;Technology;USA
MRPS.PK;US59513P1003;Microphonics Inc;Industrials;USA
AXPT.PK;US0546091028;Axis Petroleum Co;Energy;USA
PRAC.PK;US7430881067;Productivity Technologies Corp;Industrials;USA
XFCH.PK;US98371X1028;X-Factor Communications Holdings Inc;Technology;USA
MPEG.PK;US45765K1051;Innovacom Inc;Technology;USA
VCYE.PK;US92258H1086;Velocity Energy Inc;Energy;USA
IOMT.PK;US4648931065;Isomet Corp;Technology;USA
LIQDQ.PK;US53633A1016;Liquid Holdings Group Inc;Technology;USA
EPEO.PK;US2688173010;E'Prime Aerospace Corp;Industrials;USA
WRMA.PK;US97654P1093;Wiremedia Inc;Technology;USA
RTME.PK;US78109B1017;RTCore Inc;Technology;USA
TRXA.PK;US89532J1088;Trex Acquisition Corp;Technology;USA
GETH.PK;US39303B3050;Green Envirotech Holdings Corp;Industrials;USA
ICBT.PK;US44924K3041;ICBS Ltd;Industrials;USA
INVT.PK;US46123X4097;Inventergy Global Inc;Technology;USA
SOFT.PK;US8340212062;Softech Inc;Technology;USA
AMCY.PK;US00087D1072;ACS Global Inc;Industrials;USA
EUOT.PK;US2987963012;Eurotech Ltd;Industrials;USA
ETER.PK;US29384T1016;Enterra Corp;Technology;USA
MPIN.PK;US5907821087;Message Processing Intl Inc;Industrials;USA
ETCIA.PK;US2858611005;Electronic Tele-Communications Inc;Technology;USA
BENH.PK;US09068S1087;Bio-En Holdings Corp;Technology;USA
EIPC.PK;US29247W1018;Enable IPC Corp;Industrials;USA
HNOI.PK;US4047291053;HNO International Inc;Technology;USA
SGER.PK;US85928P1049;Sterling Energy Resources Inc;Energy;USA
CSSV.PK;US14766Q1076;Caspian Services Inc;Energy;USA
STRI.PK;US78478V2097;STR Holdings Inc;Energy;USA
SYVN.PK;US87122P1049;Sycamore Ventures Inc;Industrials;USA
APVS.PK;US0382871087;Applied Visual Sciences Inc;Technology;USA
WYCC.PK;US98163A1043;Worry Free Holdings Co;Technology;USA
SRSK.PK;US8551881084;SBM Industries Inc;Industrials;USA
ZWBC.PK;US38146N1046;GoldKey Corp;Industrials;USA
WTXR.PK;US95628Q1040;West Texas Resources Inc;Energy;USA
ARVY.PK;US01878N1063;Alliance Recovery Corp;Energy;USA
TNKE.PK;US87583W1018;Tanke Inc;Technology;USA
EQTE.PK;US26884W1053;EQM Technologies & Energy Inc;Energy;USA
CETI.PK;US23249D1046;NexGen Holdings Corp;Industrials;USA
IBSS.PK;US45810X1028;Integrated Business Systems and Services Inc;Technology;USA
MHHC.PK;US55304Q2084;MHHC Enterprises Inc;Industrials;USA
XCLL.PK;US98400L1035;XcelMobility Inc;Technology;USA
ICLD.PK;US4584884005;InterCloud Systems Inc;Technology;USA
EINF.PK;US29372R2085;Enterprise Informatics Inc;Technology;USA
BWPC.PK;US09609H2076;Blue Water Petroleum Corp;Energy;USA
STRXF.PK;CA74625J1084;Pure Hydrogen Corporation Ltd;Energy;USA
ARSC.PK;US0295694071;Bitcoin Crypto Currency Exchange Corp;Technology;USA
ORYX.PK;US68763X3098;Oryx Technology Corp;Industrials;USA
SIMC.PK;US8285991001;Simclar Inc;Technology;USA
EMHI.PK;US2737711059;East Morgan Holdings Inc;Industrials;USA
CNWT.PK;US17284Q2021;Cistera Networks Inc;Technology;USA
LTHUQ.PK;US5368084050;Lithium Technology Corp;Industrials;USA
AMWK.PK;US03071S3040;Ameristar Network Inc;Technology;USA
CHMP.PK;US1585202054;Champion Industries Inc;Industrials;USA
ERAO.PK;US29272F1066;Energy Revenue America Inc;Energy;USA
MTPR.PK;US59139E2081;Metapower International Inc;Industrials;USA
ALLN.PK;US0199242084;Allin Corp;Technology;USA
RCTC.PK;US7557461040;Ready Credit Corp;Industrials;USA
NXSL.PK;US65337W1062;Nextech Solutions Inc;Industrials;USA
CWPE.PK;US12671N1028;CW Petroleum Corp;Energy;USA
SIXD.PK;US83002F1003;6D Global Technologies Inc;Technology;USA
BPIGF.PK;CA0559341031;BPI Energy Holdings Inc;Energy;USA
ATMH.PK;US0166911075;All Things Mobile Analytic Inc;Technology;USA
BRSI.PK;US0586591036;Ballistic Recovery Systems Inc;Industrials;USA
ESFS.PK;US27885K1088;Eco Safe Systems USA Inc;Industrials;USA
SLLN.PK;US8122281046;Searchlight Solutions Ltd;Industrials;USA
FRSI.PK;US3361361062;First Rate Staffing Corp;Industrials;USA
NUVG.PK;US67075W1080;NuvusGro Corp;Energy;USA
TRUL.PK;US8978891013;Trulite Inc;Industrials;USA
IPEU.PK;US46263L1089;Keynes Technology Co Ltd;Technology;USA
RIVT.PK;US7696481065;Riviera Tool Co;Industrials;USA
DION.PK;US2545471029;Dionics Inc;Technology;USA
IRBL.PK;US45773P1049;InRob Tech Ltd;Industrials;USA
GMND.PK;US39312N1000;Green Mountain Development Corp;Industrials;USA
SNLP.PK;US87166Q1094;Syntrol Corp;Industrials;USA
TACI.PK;US89355W1036;TransAtlantic Capital Inc;Industrials;USA
TNTRQ.PK;US88770Q1058;Tintri Inc;Technology;USA
SKTO.PK;US78440L1070;SK3 Group Inc;Industrials;USA
STSC.PK;US85571H2013;Start Scientific Inc;Energy;USA
QTGI.PK;US74767T1043;Quark Technology Global Inc;Energy;USA
NBGV.PK;US65080W1053;NewBridge Global Ventures Inc;Industrials;USA
TEKI.PK;US8790881028;Tek Digitel Corp;Technology;USA
CLPE.PK;US1846771020;Clear Peak Energy Inc;Energy;USA
ERINQ.PK;US2956251076;Erin Energy Corp;Energy;USA
WQNI.PK;US92932C1036;WQN Inc;Technology;USA
SVNJ.PK;US81785L3024;727 Communications Inc;Technology;USA
TFGL.PK;US89237U1016;Nuvonyx Inc;Technology;USA
NTFY.PK;US6699564018;Former NT Corp;Technology;USA
MYFT.PK;US6285131032;MyFreightWorld Technologies Inc;Industrials;USA
BWTX.PK;US05758T1097;Bakken Water Transfer Services Inc;Energy;USA
GEVI.PK;US36976P2074;General Environmental Management Inc;Industrials;USA
MRGN.PK;US58950R1086;Mergence Corp;Technology;USA
UBYH.PK;US90347T1097;Ubuyholdings Inc;Industrials;USA
ADGO.PK;US00775N1028;Advantego Corporation;Technology;USA
MNIZ.PK;US36870L1044;Gen 2 Technologies Inc;Technology;USA
DYRFF.PK;CA2654361054;Dunes Exploration Ltd;Energy;USA
MGNT.PK;US58518C1062;Meganet Corp;Technology;USA
DKGH.PK;US23341N2080;DKG Capital Inc;Technology;USA
GEOR.PK;US37248H3049;GeoPetro Resources Co;Energy;USA
IPUB.PK;US45569C1018;indiePub Entertainment Inc;Technology;USA
EVTP.PK;US26927L1089;EV Transportation Inc;Industrials;USA
PSFT.PK;US73936K2006;Powersafe Technology Corp;Technology;USA
PRXG.PK;US7142632097;Pernix Group Inc;Industrials;USA
MYRX.PK;US62856H1077;Myrexis Inc;Industrials;USA
INVI.PK;US45811H1068;Integral Vision Inc;Industrials;USA
VCST.PK;US9267131087;Viewcast.Com Inc;Technology;USA
ECUI.PK;US27928J1007;Ecuity Inc;Technology;USA
PSCR.PK;US74373V1052;Proto Script Pharmaceutical Corp;Industrials;USA
GITH.PK;US37946M2098;Global It Holdings Inc;Technology;USA
GARB.PK;US3648251094;Garb Oil & Power Corp;Industrials;USA
SAAX.PK;US66979X1054;Nouveau Ventures Inc;Technology;USA
WIRX.PK;US97652L1008;Wireless Xcessories Group Inc;Industrials;USA
EVAI.PK;US29038L2079;Elva International Inc;Technology;USA
ACMB.PK;US00856H3057;Agro Capital Management Corp;Technology;USA
ANMP.PK;US03237E3062;Anacomp Inc;Technology;USA
MOPN.PK;US55313W1053;JPO Solutions Inc;Energy;USA
FRTG.PK;US35904M1045;Frontera Group Inc;Industrials;USA
LBAO.PK;US5492661047;Luboa Group Inc;Technology;USA
SKPN.PK;US83086M1045;SkyShop Logistics Inc;Industrials;USA
APRO.PK;US01749A1016;Allegiant Professional Business Services Inc;Industrials;USA
CWSS.PK;US2253011009;Creative Waste Solutions Inc;Industrials;USA
BWBA.PK;US1116121070;BroadWebAsia Inc;Technology;USA
BYSD.PK;US0731482073;Bayside Corp;Energy;USA
PRHB.PK;US7462234037;Pure H20 Bio-Technologies Inc;Industrials;USA
ZULU.PK;US9897782044;Zulu-Tek Inc;Industrials;USA
MSTF.PK;US6091801042;Monarch Staffing Inc;Industrials;USA
RAGL.PK;US7492161077;RA Global Services Inc;Industrials;USA
TFRY.PK;US8765562009;Tasty Fries Inc;Industrials;USA
CKYS.PK;US23247S1033;Cyberkey Solutions Inc;Technology;USA
KIRY.PK;US4939391029;Kiewit Royalty Trust;Energy;USA
ERFB.PK;US26884K3095;ERF Wireless Inc;Technology;USA
VYDR.PK;US92921Y1082;Vydrotech Inc;Industrials;USA
NWMH.PK;US63847Q1076;National Waste Management Holdings Inc;Industrials;USA
ZNRG.PK;US98978P1066;Znergy Inc;Industrials;USA
GPKE.PK;US3898061003;Graystone Park Enterprises Inc;Industrials;USA
FZRO.PK;US33852L1035;Flashzero Corp;Technology;USA
KLGG.PK;US4984993000;Klegg Electronics Inc;Technology;USA
ARGL.PK;US0403111026;Argyle Security Inc;Industrials;USA
BKSD.PK;US09626A1025;Blueprint Technologies Inc;Technology;USA
RTNB.PK;US7766502022;root9B Holdings Inc;Technology;USA
CEVE.PK;US15677X1072;Ceres Ventures Inc;Industrials;USA
TKGL.PK;US8791001055;TekeGldmpire Inc;Technology;USA
EBYH.PK;US26827D1072;Strainsforpains Inc;Technology;USA
KWIK.PK;US50152R1014;Kwikclick Inc;Technology;USA
ARCS.PK;US03959D2053;Arcis Resources Corp;Technology;USA
PSTRQ.PK;US7375252043;PostRock Energy Corp;Energy;USA
AXLX.PK;US05462T3041;Axiologix Inc;Industrials;USA
WORC.PK;US9310131068;Wake Up Now Inc;Technology;USA
TLFX.PK;US8793662011;Telefix Communications Holdings Inc;Technology;USA
VOYT.PK;US92909W1080;Voyant International Corp;Technology;USA
LMTI.PK;US5179051058;Laser Master International Inc;Industrials;USA
EXSO.PK;US2091021020;Consolidated Eco-Systems Inc;Industrials;USA
EMQU.PK;US26872J1088;EM Quantum Technologies Inc;Technology;USA
AAIIQ.PK;US01023E1001;Alabama Aircraft Industries Inc;Industrials;USA
MPML.PK;US5533582012;MPM Technologies Inc;Industrials;USA
IMKI.PK;US45252S3067;Immediatek Inc;Technology;USA
BZIC.PK;US07378U1025;Beamz Interactive Inc;Technology;USA
YUMAQ.PK;US98872F2048;Yuma Energy Inc;Energy;USA
ISAT.PK;US4500832096;ISA Internationale Inc;Industrials;USA
ANAV.PK;US02077H1068;Alpha Network Alliance Ventures Inc;Technology;USA
ENHT.PK;US2933131029;enherent Corp;Technology;USA
WSTN.PK;US9605681033;Westlin Corp;Technology;USA
LGTT.PK;US50187W2089;LIGATT Security International Inc;Industrials;USA
TICJ.PK;US89678C2061;Tritent International Corp;Industrials;USA
AEGG.PK;US0256362007;American Energy Group Ltd;Energy;USA
GBBT.PK;US37890X2018;Global Boatworks Holdings Inc;Industrials;USA
IXOG.PK;US4540841040;Index Oil and Gas Inc;Energy;USA
ZENG.PK;US98935D1054;Zenergy International Inc;Energy;USA
AIPG.PK;US00145L1098;AI Technology Group Inc.;Industrials;USA
GFGU.PK;US37427Y1029;GetFugu Inc;Technology;USA
NETO.PK;US64114L1026;NetObjects Inc;Technology;USA
ZMGD.PK;US98887P1066;Zamage Digital Art Imaging Inc;Industrials;USA
SNRR.PK;US86802H1014;Super Nova Resources Inc;Industrials;USA
ICNN.PK;US45338K1034;Incoming Inc;Energy;USA
CTBO.PK;US13808X2036;Cantabio Pharmaceuticals Inc;Industrials;USA
EMPS.PK;US26871Q1031;EMP Solutions Inc;Industrials;USA
HAUP.PK;US4191311079;Hauppauge Digital Inc;Technology;USA
FRMC.PK;US34637U3014;Matrix Ventures Corp;Industrials;USA
RGDEF.PK;CA74945R2028;RDX Technologies Corp;Industrials;USA
ARME.PK;US0422591018;Armor Electric Inc;Industrials;USA
NADA.PK;US6568371016;North American Datacom Inc;Technology;USA
CTBG.PK;US1925812059;Coil Tubing Technology Inc;Energy;USA
ISON.PK;US4648953093;Isonics Corp;Industrials;USA
ABBY.PK;US00287T3086;Abby Inc;Energy;USA
MRDY.PK;US60742T2024;Mobile Ready Entertainment Corp;Technology;USA
ALYE.PK;US02260T3059;Aly Energy Services Inc;Energy;USA
TPIL.PK;US87262T1060;TPI International Inc;Industrials;USA
CESX.PK;US12517U1043;CES Synergies Inc;Industrials;USA
CSYT.PK;US20338W1009;Communication Synergy Technologies Inc;Technology;USA
CEOA.PK;US12516R1023;CEO America Inc;Industrials;USA
WBSR.PK;US94770C1045;Webstar Technology Group Inc;Technology;USA
ASAV.PK;US0020571073;ASI Aviation Inc;Industrials;USA
TAPP.PK;US87601V1017;Tap Resources Inc;Technology;USA
MCDA.PK;US48254P1066;KMA Holdings Inc;Technology;USA
ILDO.PK;US45937N2018;International Daleco Corp;Industrials;USA
EDTA.PK;US26841X1054;E-Data Corp;Industrials;USA
STIE.PK;US8028161086;Kestrel Transportation Inc;Technology;USA
CMFV.PK;US20038W1036;Comf5 International Inc;Technology;USA
KARE.PK;US4998661015;Tech World Capital Inc;Technology;USA
AVSR.PK;US05379X2080;Avistar Communications Corp;Technology;USA
CYBF.PK;US23249C2052;Cyberfort Software Inc;Technology;USA
CYNS.PK;US23256H1059;Cygnus Oil And Gas Corp;Energy;USA
EXCC.PK;US30066R1086;Excel Corp;Industrials;USA
BOTX.PK;US09852W1099;Bontex Inc;Industrials;USA
AMHD.PK;US40435L1044;HLK Biotec Holding Group Inc;Energy;USA
ELCO.PK;US2844342061;Elcom International Inc;Technology;USA
DEMO.PK;US24811V1008;Democrasoft Inc;Technology;USA
UMCN.PK;US9028461047;UMC Inc;Industrials;USA
STDE.PK;US8533731084;Standard Energy Corp;Energy;USA
KIWB.PK;US49835F1049;Kiwibox.com Inc;Technology;USA
DGIF.PK;US23343P1021;Digital Info Security Co;Technology;USA
TROG.PK;US8968341086;Triumph Oil And Gas Corp;Energy;USA
PCMC.PK;US7443921017;Public Company Management Corp;Industrials;USA
SAEC.PK;US85553A1097;Starlight Energy Corp;Energy;USA
WNWG.PK;US9506782013;Wentworth Energy Inc;Energy;USA
RMTD.PK;US75962A3032;Remote Dynamics Inc;Technology;USA
AESO.PK;US0485391009;Atlantic Energy Solutions Inc;Industrials;USA
NRWS.PK;US6310822035;Narrowstep Inc;Technology;USA
IMTO.PK;US45882L1017;InterMetro Communications Inc;Technology;USA
AVGG.PK;US00760V1017;Advanced Technologies Group Ltd;Technology;USA
ITLI.PK;US4581681016;Intelligentias Inc;Technology;USA
ANVV.PK;US0373401068;Anvia Holdings Corp;Technology;USA
BBLC.PK;US09369F1021;Blockchain Loyalty Corp;Technology;USA
WTNW.PK;US94114L1098;Water Now Inc;Industrials;USA
EXPL.PK;US29272J1088;Endurance Exploration Group Inc;Industrials;USA
STUO.PK;US78476C1045;STI Group Inc;Technology;USA
LTTC.PK;US5184141076;Lattice Inc;Technology;USA
VIDA.PK;US9265331002;Vidaroo Corp;Technology;USA
CTYO.PK;US14915R3030;CathayOnline Inc;Technology;USA
NWBD.PK;US64926N1063;New World Brands Inc;Technology;USA
SCTN.PK;US8067321039;Schimatic Cash Transactions Network.Com Inc;Industrials;USA
CTNI.PK;US1773831060;Citron Inc;Industrials;USA
SLUP.PK;CA83437C1023;Solucorp Industries Ltd;Industrials;USA
EVSP.PK;US2940771023;Environmental Service Professionals Inc;Industrials;USA
LMSC.PK;US53803W2061;Live Microsystems Inc;Technology;USA
AHAG.PK;US0207811003;Alpha Technologies Group Inc;Industrials;USA
GPTX.PK;US37936S1096;Global Payment Technologies Inc;Technology;USA
FDOC.PK;US35953U1060;Fuel Doctor Holdings Inc;Industrials;USA
TWSI.PK;US89678H1068;Inveritech Solutions Inc;Industrials;USA
DLAD.PK;US2422842060;DealerAdvance Inc;Technology;USA
VCMP.PK;US92240C3088;Vcampus Corp;Industrials;USA
GWTR.PK;US3789394091;Global Water Technologies Inc;Industrials;USA
IRNG.PK;US46023R1068;International Ranger Corp;Energy;USA
AEDC.PK;US02563A1025;American Energy Development Corp;Energy;USA
WTLC.PK;US9586191085;Western Metals Corp;Energy;USA
DLGI.PK;US23804Q1022;DataLogic International Inc;Technology;USA
CLTY.PK;US15100P1012;Celerity Solutions Inc;Technology;USA
AZGSQ.PK;US0550002028;Aztec Oil & Gas Inc;Energy;USA
SFPI.PK;US8021791012;Santa Fe Petroleum Inc;Energy;USA
MLKNA.PK;US58502M1027;MedLink International Inc;Technology;USA
CSTJ.PK;US2262701061;Creston Resources Ltd;Energy;USA
CXCQ.PK;US1416181089;CardXX Inc;Technology;USA
LGAH.PK;US50187E1091;LGA Holdings Inc;Industrials;USA
SGLS.PK;US8266982011;Signature Leisure Inc;Industrials;USA
FNRC.PK;US32114B3096;1st NRG Corp;Energy;USA
EFTI.PK;US2703181089;Earthfirst Technologies Inc;Industrials;USA
HDYNQ.PK;US4489542062;Hyperdynamics Corp;Energy;USA
CRGS.PK;US23127Q1022;CurAegis Technologies Inc;Technology;USA
FLST.PK;US35952M3034;Fuelstream Inc;Energy;USA
HWSY.PK;US42013J2042;Hawk Systems Inc;Technology;USA
GLRI.PK;US3796061063;Glori Energy Inc;Energy;USA
XREG.PK;US9838101023;XR Energy Inc;Industrials;USA
MMIO.PK;US5713034032;Marmion Industries Corp;Industrials;USA
SUNC.PK;US86721X1046;Suncast Solar Energy Inc;Industrials;USA
NXSI.PK;US65338M1071;Nexis International Industries Inc;Industrials;USA
PTOG.PK;US71677C1062;Petrotech Oil & Gas Inc;Energy;USA
MMTS.PK;US6254204018;Multi-Media Tutorial Services Inc;Industrials;USA
RIGH.PK;US76657X1110;RightSmile Inc;Technology;USA
ESNR.PK;US2858351040;Electronic Sensor Technology Inc;Industrials;USA
OBDP.PK;US68556G1094;Orbit Drop Inc;Industrials;USA
TRAE.PK;US89676P1003;Triton American Energy Corp;Energy;USA
CPYJ.PK;US23202P2011;Custom Designed Compressor Systems Inc;Energy;USA
FTFY.PK;US3381261052;Fit After Fifty Inc;Technology;USA
CGSO.PK;US15188N1019;Centergistic Solutions Inc;Technology;USA
MAGP.PK;US5597731067;Magplane Technology Inc;Industrials;USA
ECCE.PK;US2695191047;Eagle Ford Oil & Gas Corp;Energy;USA
RDML.PK;US75678Q4029;Red Mile Entertainment Inc;Technology;USA
SSRC.PK;US8173051058;Sentisearch Inc;Industrials;USA
EIHC.PK;US2940812033;Environmental Infrastructure Holdings Corp;Industrials;USA
PIKL.PK;US72141R2085;Piksel Inc;Technology;USA
ZHDM.PK;US98952J1007;Zhong Hui Dao Ming Copper Holding Ltd;Industrials;USA
CMEY.PK;US18977V1026;cMoney Inc;Technology;USA
JUHL.PK;US48132B2043;Juhl Energy Inc;Energy;USA
INHC.PK;US45777R1068;Innolog Holdings Corp;Industrials;USA
FALC.PK;US3061372096;FalconStor Software Inc;Technology;USA
RCMH.PK;US75525E1073;Reach Messaging Holdings Inc;Technology;USA
APPZ.PK;US61173R2022;Monster Arts Inc;Technology;USA
TIDE.PK;US8864051094;Tidelands Oil & Gas Corp;Energy;USA
TXGE.PK;US88244W1009;Texas Gulf Energy Inc;Industrials;USA
HTRE.PK;US4043691009;H3 Enterprises Inc;Industrials;USA
ADTM.PK;US00652J2087;Adaptive Medias Inc;Technology;USA
HLCN.PK;US4364352009;IM Biometrics Inc;Technology;USA
IDLM.PK;US45168L1061;Idle Media Inc;Technology;USA
DPER.PK;US24372P1049;Deep Earth Resources Inc;Industrials;USA
ALME.PK;US0112951027;Alamo Energy Corp;Energy;USA
PRZM.PK;US74273Y1001;Prism Technologies Group Inc;Technology;USA
TMLL.PK;US87925H1014;Tele Group Corp;Technology;USA
WAXS.PK;US98141A1016;World Access Inc;Technology;USA
TOPZ.PK;US89054W2061;Topaz Resources Inc;Energy;USA
VGREF.PK;VGG934461051;Viaspace green energy inc.;Energy;USA
MEGH.PK;US5540401057;MW Investment Holding Group Inc;Industrials;USA
TSSP.PK;US89486N2045;Trendsetter Solar Products Inc;Energy;USA
CASG.PK;US1353171051;Canadian Aerospace Group International Inc;Industrials;USA
INNI.PK;US45777T1025;Innovaro Inc;Technology;USA
GNCC.PK;US36867M1071;Oxford Corp;Industrials;USA
OBLR.PK;US68557J2015;Orbital Enterprise Inc;Industrials;USA
SPDC.PK;US84764T3041;Speed Commerce Inc;Technology;USA
BGII.PK;US0554311003;BGI Inc;Industrials;USA
VBTC.PK;US92909L1026;Vubotics Inc;Technology;USA
HTSF.PK;US42236C4087;Heartsoft Inc;Technology;USA
WSCO.PK;US93208X1028;Wall Street Media Co Inc;Industrials;USA
BRCOQ.PK;US07384R4083;Beard Co;Energy;USA
QUGB.PK;US7487751031;Quinton Group Inc;Technology;USA
IRIG.PK;US45825L1017;Integrated Drilling Equipment Holdings Corp;Energy;USA
AOOO.PK;US0527611034;Autoco Inc;Industrials;USA
AMLC.PK;US0234381046;Amelco Corp;Industrials;USA
WFHG.PK;US98146T1051;World Financial Holding Group;Industrials;USA
POLR.PK;US73101T1016;Polar Petroleum Corp;Energy;USA
NYVA.PK;US6707941067;Nyvatex Oil Corp;Industrials;USA
CPLT.PK;US20084U2096;CommercePlanet Inc;Technology;USA
UBEX.PK;US90969R1005;United Bullion Exchange Inc;Industrials;USA
SAHN.PK;US8041321089;Saudi American Holdings Corp;Technology;USA
HULK.PK;US85285P2002;Stan Lee Media Inc;Technology;USA
TMGY.PK;US8808721067;Terminus Energy Inc;Energy;USA
AXCG.PK;US30233L1098;Eyes on The Go Inc;Industrials;USA
PPMH.PK;US7307021078;Point To Point Methodics Inc;Technology;USA
BZRT.PK;US09179E3036;Bizrocket.Com Inc;Technology;USA
SRPX.PK;US80918Q1058;Scorpex Inc;Industrials;USA
CHMR.PK;US16934U1007;Chimera Energy Corp;Energy;USA
SLNM.PK;US79550B2025;Salon Media Group Inc;Technology;USA
INII.PK;US45780J1097;Insight ID Inc;Industrials;USA
HESV.PK;US43709G1085;Home Energy Savings Corp;Industrials;USA
FPPP.PK;US3165701000;FieldPoint Petroleum Corp;Energy;USA
RKTE.PK;US75866P1093;High Velocity Alternative Energy Corp;Energy;USA
KSQR.PK;US48879C1009;Kendall Square Research Corp;Technology;USA
SRSN.PK;US8629351037;Strategic Resources International Inc;Technology;USA
XTMM.PK;US98418C1036;Xtreme Motorsports International Inc;Industrials;USA
AVNE.PK;US05357E1073;Aventura Equities Inc;Industrials;USA
RBCI.PK;US74925R1077;RBC Inc;Technology;USA
SOIS.PK;US86333A1043;Striker Oil & Gas Inc;Energy;USA
ZEON.PK;US98944X1000;Zeons Corp;Energy;USA
SOYO.PK;US84611B1008;Soyo Group Inc;Technology;USA
WTRO.PK;US96684U1043;Wi-Tron Inc;Technology;USA
ONLI.PK;US68275Y2090;Online Redefined Inc;Technology;USA
NDDG.PK;US67035V1098;Nudg Media Inc;Technology;USA
CONC.PK;US2068274040;ConectiSys Corp;Technology;USA
CRRSQ.PK;US22004Y1055;Corporate Resource Services Inc;Industrials;USA
ISVG.PK;US4581361080;Integrated Services Group Inc;Technology;USA
RWFC.PK;US75973A1025;Renewable Fuel Corp;Energy;USA
AMTA.PK;US0315351074;Amistar Corp;Industrials;USA
SNMBQ.PK;US83540T1097;Sona Mobile Holdings Corp;Technology;USA
CITY.PK;US0534363090;Avalon Correctional Services Inc;Industrials;USA
LYLP.PK;US54908P1049;Loyaltypoint Inc;Industrials;USA
ABLE.PK;US0037091024;Able Energy Inc;Energy;USA
GLRP.PK;US3778341061;Glen Rose Petroleum Corp;Energy;USA
OLNK.PK;US68267M1062;Onelink Corp;Industrials;USA
GAEX.PK;US3623891088;GA Express Inc;Industrials;USA
NWGN.PK;US6513601095;Newgen Technologies Inc;Energy;USA
FBCE.PK;US31563B1098;Fibercore Inc;Technology;USA
OGNG.PK;US10567L1070;Bravo Enterprises Ltd;Industrials;USA
ATNP.PK;US04915Y3099;Atlantis Technology Group;Industrials;USA
CXIA.PK;US2026302081;Commodore Applied Technologies Inc;Industrials;USA
NWXJ.PK;US65056Q1085;NewAx Inc;Industrials;USA
CYBD.PK;US2324411055;Cyber Digital Inc;Technology;USA
IBRC.PK;US44925B2043;iBrands Corp;Technology;USA
RYPE.PK;US7807521015;Royalite Petroleum Company Inc;Energy;USA
RHWI.PK;US76871N2045;River Hawk Aviation Inc;Industrials;USA
EACC.PK;US2785781095;eAUTOCLAIMS Inc;Technology;USA
WGEI.PK;US9732571081;WindGen Energy Inc;Industrials;USA
TVCE.PK;US8730611055;Tvc Telecom Inc;Technology;USA
OPMZ.PK;US68276T1007;1PM Industries Inc;Industrials;USA
EPGRQ.PK;US29406L2016;Environmental Power Corp;Energy;USA
NMGX.PK;US63010N1054;Nano Magic Inc;Technology;USA
HZHI.PK;US44041J2069;Horizons Holdings International Corp;Technology;USA
THLT.PK;US87833R1005;TechLite Inc;Industrials;USA
HERC.PK;US4041651021;HERC Products Inc;Industrials;USA
LPTC.PK;US52186M1080;Le@p Technology Inc;Industrials;USA
SSVC.PK;US8137181033;Secured Services Inc;Technology;USA
PWNX.PK;US73933F2048;PowerLinx Inc;Technology;USA
KOLR.PK;US5004441045;Kolorfusion International Inc;Industrials;USA
ARTD.PK;US04315D4007;Peer Media Technologies Inc;Technology;USA
GSTN.PK;US39806G1085;Greystone Digital Technology Inc;Technology;USA
WOAM.PK;US98142E6077;World Am Inc;Industrials;USA
GPTC.PK;US38114W1027;Golden Patriot Corp;Energy;USA
MDAW.PK;US58448B1035;MediaX Corp;Technology;USA
LNKE.PK;US5357631069;Link Energy LLC;Energy;USA
ELGT.PK;US2848533061;Electric and Gas Technology Inc;Industrials;USA
COCM.PK;US20036U1097;Comerton Corp;Industrials;USA
PTTL.PK;US74622A1007;Pure Transit Technologies Inc;Industrials;USA
ITFY.PK;US45867F2020;Interfoundry Inc;Energy;USA
BTSR.PK;US10947N1046;Brightstar Information Technology Group Inc;Technology;USA
PDPR.PK;US5658074019;Marathon Group Corp;Industrials;USA
NORX.PK;US65654V1035;Norstra Energy Inc;Energy;USA
VMRI.PK;US9202501071;Valmie Resources Inc;Technology;USA
